content,cleaned_text,score,sentiment
"Untuk game nya sudah Bagus tapi yang kurang yaitu para player yang suka menggunakan chat dengan menulis yang tidak baik, saya sarankan untuk menghapus sistem chat nya. Terima kasih",game nya bagus player suka chat tulis saran hapus sistem chat nya terima kasih,3,neutral
Maaf saya rate 2.masih banyak bug di penyesuaian UI.terutama fitur unduh konten.Perlu di perhatikan.fitur unduh konten memang sangat membantu.tetapi terdapat bug seperti ketika memilih opsi unduh semua konten.konten tersebut tidak terdownload semua.tolong moonton benahi lagi.karena sangat mengganggu pengalaman bermain.trimakasih,maaf rate bug sesuai uiterutama fitur unduh kontenperlu perhatikanfitur unduh konten membantutetapi bug pilih opsi unduh kontenkonten terdownload semuatolong moonton benah lagikarena ganggu alam bermaintrimakasih,2,negative
"Buat dev, kalo emblem sudah maksimal tolong hapus / stop hadiah magic dush dan fragmen emblem, untuk mengurangi pemberitahuan yg harus di klik, begitu juga trial card kalo sudah punya item / heronya, biar lebih simpel Tolong di baca",dev kalo emblem maksimal tolong hapus stop hadiah magic dush fragmen emblem kurang pemberitahuan klik trial card kalo item hero biar simpel tolong baca,3,neutral
"Salah satu moba jelek dibanding league legend yg saya mainkan sistem gameplay tidak worth it, selalu ketemu tim yg sara dan tidak seimbang serta tidak mendidik game kek gini lebih buruk di banding brawl star, semoga kedepannya developer lebih mandiri lagi tidak ada lagi inspirasi dari game lain.",salah moba jelek banding league legend main sistem gameplay worth ketemu tim sara imbang didik game kek gin buruk banding brawl star moga depan developer mandiri inspirasi game,5,positive
"Lebih senang versi lama, jaringan tidak stabil padhal pakai wiffi kecepata wiffi 50 Mbps itu cuman buat satu orang gak ada orang lain yang makai wiffi soalnya punya pribadi. permainan kayak lebih berat saat lagi war berasa patah"" Berasa main Genshin Impact. padahal grafi saya sudah turun kan, ini keluhan saya di saat main menggunakan HP xiaomi redmi note 9 pro ram 8.128 . Apa perlu ganti HP biar bisa mulus kaya sebelum ya. Mohon tanggapan ya 🙏 .semoga lekas di perbaiki....",senang versi jaring stabil padhal pakai wiffi kecepata wiffi mbps cuman orang gak orang maka wiffi pribadi main kayak berat war asa patah asa main genshin impact graf turun keluh main xiaomi redmi note pro ram ganti biar mulus kaya mohon tanggap moga lekas baik,4,positive
Game RUSAK makin lama makin aneh sekarang yang punya title udah kek ga ada guna nya.....masak title gak bisa diliat musuh kan ga guna..... REVAMP Hero juga burikkkk......yang bagus di jelekin yang udah jelek ga di bagusin kan TOLOL,game rusak aneh title udah kek nyamasak title gak liat musuh revamp hero burikkkkyang bagus jelekin udah jelek bagusin tolol,5,positive
"Min tolong berikan mode survival yg dulu dong , masa cuman jadi kenangan doank ,min tolong donk kembalikan mode survival ,kalau berat buat nya setahun sekali aja gpp :)",min tolong mode survival cuman kenang doank min tolong donk kembali mode survival berat nya tahun aja gpp,4,positive
Saya suka game ini dan sangat seru banyak hero yang saya suka saya harap saya bisa mendapatkan diamond karena saya palyer dari dulu tapi gk pernah dapat diamond tapi hero yg aku suka itu marksman seperti layla miya dan lain-lain tetapi saat saya bermain rank dark system moontonn sering banget jadi berilah kita lawan yg seimbang itu saja yg saya bisa rating sekian trima kasih♥🙂,suka game seru hero suka harap diamond palyer diamond hero suka marksman layla miya lainlain main rank dark system moontonn banget ilah lawan imbang rating sekian trima kasih,5,positive
"Tolong hapus fitur chat di dalam gameplay. Quick chat saja sudah cukup. Karena fitur chat di dalam pertandingan. Selain tidak berguna, juga sangat mengganggu pengalaman bermain.",tolong hapus fitur chat gameplay quick chat fitur chat tanding guna ganggu alam main,3,neutral
Sekarang fitur highlight cepat banget pas ngekillnya ngk sama kek yg dulu sekarang pas ngekill doang yg direkam gw kasih saran ya fitur highlight di lamain dikit supaya keliatan gameplaynya kalo pas ngekill doang kek ada yg kurang (ternyata gameplaynya sebelum ngekill ngk kerekam)oke moonton semoga saran gw di dengerin sekian dari saya kalau ada kurang mohon maaf kalau lebih mohon dikembalikan,fitur highlight cepat banget pas ngekillnya ngk kek pas ngekill doang rekam kasih saran fitur highlight lamain dikit liat gameplaynya kalo pas ngekill doang kek gameplaynya ngekill ngk kerekamoke moonton moga saran dengerin sekian mohon maaf mohon kembali,4,positive
Tolong seimbangkan tim saat matchmaking saya sering losestreak karena tim yg g bener tim musuh jago tim kita ngetrol terus tolong hapus DARK SYSTEM MOONTON!!!!!!!!!!! kalo udah bintang nya di naikin terima kasih dan sinyal nya juga suka nge lag tolong jangan begini lagi kalo lebih parah jadi bintang 1,tolong imbang tim matchmaking losestreak tim bener tim musuh jago tim ngetrol tolong hapus dark system moonton kalo udah bintang nya naikin terima kasih sinyal nya suka nge lag tolong kalo parah bintang,5,positive
"Game terbaik menurut ku selama ini, yang selalu menemani hari"", tapi ada kekurangan nya yaitu dark system sama ping ml nya suka ga stabil musuh nya suka pake cheat ping lag, mohon untuk di perbaiki lagi ping ml biar lebih stabil makasih :)",game baik tani kurang nya dark system ping nya suka stabil musuh nya suka pake cheat ping lag mohon baik ping biar stabil makasih,5,positive
"Knapa setiap full bintang selalu kalah dan bug freeze setiap draf pada detik 10 sampai 6 tolong beri tim yang benar dan adil hapus dark system. Trus ml sekarang kalo mau pake grafik tinggi harus download dulu padahal dulu gk gini, tolong perbaiki ini moonton",knapa full bintang kalah bug freeze draf detik tolong tim adil hapus dark system trus kalo pake grafik download gin tolong baik moonton,2,negative
"Game & grafik sudah bagus, kekurangan game ini, terlalu besar penyimpanan latar belakang, bagi HP yg RAM besar sih oke2 saja, tapi bagaimana dgn HP kualitas RAM rendah, kalau bs di rendah kan data latar belakang game ini, semakin besar latar belakang game, semakin berkurang peminat, alias pindah game, tanks.",game grafik bagus kurang game simpan latar ram sih oke dgn kualitas ram rendah rendah data latar game latar game kurang minat alias pindah game tanks,3,neutral
"Mobile Legends bertambah keren skinnya tapi kenapa ya setiap masuk ke Mobile Legends kalau sudah terdowlod semua,lalu besok nya aku masuk lagi,aku main 1 menit kuota saya cepat terkuras banyak,pernah dulu Mobile Legends tidak pernah boros makan kuota,tapi sekarang cepat Terkuras,saya beli kuota 9 GB 30 hari,tapi tidak cukup 30 hari cuman 7 hari aja nyesek😭😭, Mohon diperbaiki Mobile Legends agar tidak boros makan kuota,itu saja assalamualaikum warahmatullahi wr WB.🙏🙏🙏",mobile legends tambah keren skinnya masuk mobile legends terdowlod semualalu besok nya masuk lagiaku main menit kuota cepat kuras banyakpernah mobile legends boros makan kuotatapi cepat terkurassaya beli kuota haritapi cuman aja nyesek mohon baik mobile legends boros makan kuotaitu assalamualaikum warahmatullahi,4,positive
Saya beri bintang 3 dahulu karena saya ketika bermain saya terkadang mendapat tim yang pasti akan mengalami kekalahan dan ketika saya bermain saya terkadang tiba2 nge lag dan saya dituduh afk... Padahal wifi udah bagus.,bintang main terkadang tim alami kalah main terkadang nge lag tuduh afk wifi udah bagus,3,neutral
"Tolong kalo gacha tuh jangan pake sistem harus banyak dulu membayar Diamond nya baru dapet skin , sangat di sayangkan sekali padahal seru gamenya , jadi rugi kalo Top Up Tolong lahh moonton Sistem gachanya bisa Menguntungkan untuk semua orang tanpa ada pihak yang merasa di rugikan , Terimakasih",tolong kalo gacha tuh pake sistem bayar diamond nya dapet skin sayang seru gamenya rugi kalo top tolong lahh moonton sistem gachanya untung orang rugi terimakasih,3,neutral
"Bisa ga sih moonton ngasih tim nya yg bener,masa iya dari kemaren"" gw dapet tim nya yg rada"" gitu.dan satu lagi ni ya,kan gw main berjam-jam yah,nah ini gw menang nya cuma 3-4 kali tapi kalah nya berkali kali jadi kayak percuma gitu gw main tapi bintang nya gak naik,malahan turun.......😒😒",sih moonton ngasih tim nya benermasa iya kemaren dapet tim nya rada gitudan yakan main berjamjam yahnah menang nya kali kalah nya kali kali kayak gitu main bintang nya gak naikmalahan turun,5,positive
"Bisa ga muntun kalo lagi di in game tu kalau misalkan kita lagi keluar app gitu misal harus check out atau sambungin wifi atau apalah gitu, terus kalo balik ke game nya lagi tuh langsung di skip aja langsung main, gaperlu nunggu dulu kaya dicepetin gitu, mana yang main bot. Nub lagi botnya, mana setiap udah giliran malah mati. Jadi ya saran saya nanti kalo lagi main terus keluar app bentar terus masuk ke game nya lagi, itu gausah kaya sosoan di cepetin, langsung skip aja biar bisa main lagi",muntun kalo game app gitu check out sambungin wifi apa gitu kalo game nya tuh langsung skip aja langsung main gaperlu nunggu kaya dicepetin gitu main bot nub bot udah gilir mati saran kalo main app bentar masuk game nya gausah kaya sosoan cepetin langsung skip aja biar main,2,negative
Tolong agar game ini segara di perbaiki lagi karena saya telah mengalami bug yaitu layla tidak muncul di beranda dan penyimpanan ml saya yang tading 6GB skrng jadi 3GB Tolong developer agar masalah saya dihilangkan,tolong game segara baik alami bug layla muncul beranda simpan tading skrng tolong developer hilang,3,neutral
"Terimakasih banyak moonton karena telah membuat game yg terkadang bisa mengatasi rasa bosan,stres,sedih, senang saya,pokoknya semangat terus moonton supaya game ini makin tambah rame yg main.oke cukup itu yg saya sampaikan kalo ada salah kata mohon di maafkan saya akhiri dengan kata semangat moonton.",terimakasih moonton game terkadang atas bosanstressedih senang sayapokoknya semangat moonton game rame mainoke kalo salah mohon maaf semangat moonton,5,positive
"ak tuh males bgt ttng updetan dari moonton, soalnya banyak hero skrng tu visual ny gk kayak dlu, ngerti ga?, dlu layla kek independent woman bgt wajah nya tpi skrng kek bocil 15 tahun, trs jg skill hero2 nya diubah kek terlalu friendly, tpi buat game game nya ga ngebosenin",tuh males bgt ttng updetan moonton hero skrng visual kayak dlu ngerti dlu layla kek independent woman bgt wajah nya tpi skrng kek bocil trs skill hero nya ubah kek friendly tpi game game nya ngebosenin,3,neutral
"Jangan terlalu sering pembaruan, mau main jadi tidak optimal. Pembaruan jika hanya bikin berat lama-lama di uninstal.",baru main optimal baru bikin berat lamalama uninstal,3,neutral
Saya sangat suka dg game ini. Tapi ada masalah yaitu sinyal. tiap main tiba²sinyal hilang dan pas gue keluar. Besok nya tiba surat yaitu surat hukuman dari monton dan gue di ban selama satu hari.monton semoga sinyal nya di perbaiki,suka game sinyal main tibasinyal hilang pas gue besok nya surat surat hukum monton gue ban harimonton moga sinyal nya baik,4,positive
"Ya.. semoga moonton lihat ulasan gw, karna untuk update kali ini lumayan lancar cuman ada beberapa masalah misal frame rate tiba² drop, gw kasih saran moonton mendingan lu turunin penyimpanan ml supaya mereka yang ram² 2-4Gb juga bisa ngerasain gimana permainannya, ya.. jujur untuk update kali ini Bagus , soalnya saya udah bermain dari season 14. Semoga lancar terus game nya, dan untuk player² nya banyakin yang bagus² juga wkwk. Oke sekian terima kasih papi moonton",moga moonton lihat ulas karna update kali lumayan lancar cuman frame rate drop kasih saran moonton mending turunin simpan ram ngerasain gimana main jujur update kali bagus udah main season moga lancar game nya player nya banyakin bagus wkwk oke sekian terima kasih papi moonton,5,positive
"Game nya bagus sih dari event yang keren dan banyak gratis nya tapi saat di gameplay itu terlalu berat sekarang tidak seperti dulu lagi dan tampilan lobby sekarang agak berat kalo ukuran game sekarang kecil tapi masalahnya di dalam game menjadi berat,tolong saya hanya ingin bermain yang nyaman bebas lag",game nya bagus sih event keren gratis nya gameplay berat tampil lobby berat kalo ukur game game berattolong main nyaman bebas lag,3,neutral
"Sebenarnya dari semuanya udh bagus cuma dari segi penyemibangan tim kurang adil mengapa? Karena saya dapet tim yang matchnya masih dikit terus musuhnya udah beribu match dan ada yang suka ngetroll,ngefeed,afk dan lainya tolong seimbangkan lah timnya",udh bagus segi penyemibangan tim adil dapet tim matchnya dikit musuh udah ibu match suka ngetrollngefeedafk lai tolong imbang tim,3,neutral
"Kenapa setiap kali ada update, sinyal pada saat main selalu saja jelek, dan banyak fitur"" tidak muncul saat pertandingan meskipun file resource sudah di download kembali, tolong di balas",kali update sinyal main jelek fitur muncul tanding file resource download tolong balas,3,neutral
"Suka banget game nya tapi kenapa kadang suka force close 😭 padahal ram hp masih memadai terus masalah jaringannya juga waktu di lobby ga ada masalah pas masuk arenanya malah merah 😭 padahal jaringan juga bagus tolong lah moonton perbaiki masalah jaringan yang suka nge lag ini 🥲 dan ternyata banyak juga yang komplin masalah jaringan lag bukan hanya aku aja, jadi tolong yah diperbaiki ☺ nanti kalau sudah diperbaiki bintangnya bakal aku tambahin. Terimakasih ☺",suka banget game nya kadang suka force close ram pada jaring lobby pas masuk arena merah jaring bagus tolong moonton baik jaring suka nge lag komplin jaring lag aja tolong yah baik baik bintang tambahin terimakasih,3,neutral
"Game yang keren! Banyaķ event yang tersedia, banyak hero dengan berbagai skill juga. Game ini menuntut kita untuk bisa bermain kompak dengan rekan tim demi meraih kemenangan. Percuma kalau jago pake hero-hero yang ada di game ini kalau bisa main kompak, susah menang. Kalian harus coba game ini, dijamin gabakal bosen.",game keren banya event sedia hero skill game tuntut main kompak rekan tim raih menang jago pake herohero game main kompak susah menang coba game jamin gabakal bosen,5,positive
Kenapa draft selalu dapat team goblokkk semua. Sering update tapi vidio highlight tidak ada gambar cuma suara payah. Buka pengaturan kenapa yang di tuju highlight padahal tujuan utama pilih pgtran tidak ke lihat vidio saja. Sudah ke vidio tp g ada gambar cuma suara,draft team goblokkk update vidio highlight gambar suara payah buka atur tuju highlight tuju utama pilih pgtran lihat vidio vidio gambar suara,1,negative
Game ini sangat seru mainya bisa ber 5 bisa sama teman..........aku suka game ini game nya bagus paling bagus di seluruh dunia...... tapi kalok di update penyimpanannya semakin tinggi itu yang gua paling gak suka......tapi aku suka game ini walau penyimpanan semakin tinggi...... aku sangat suka game ini....... seru banget,game seru mai ber temanaku suka game game nya bagus bagus dunia kalok update simpan gua gak sukatapi suka game simpan suka game seru banget,5,positive
"Saran aja sih untuk di back pack . Semisal item persiapan untuk prep yang emblem nya sudah full maximal dan kebanyakan memiliki magic dust . Saya saran kan ada penjualan magic dust atau bisa di tukar dengan item"" lain karna kebanyakan orang bertanya . Emblem full maximal tapi masih dapet magic dust dan numpuk sampe 100rb dan gak bisa di jual dan di tukarkan dengan item lain . Trs buat apa ??",saran aja sih back pack item siap prep emblem nya full maximal banyak milik magic dust saran jual magic dust tukar item karna banyak orang emblem full maximal dapet magic dust numpuk sampe gak jual tukar item trs,5,positive
Tolong mooonton saya kasi saran ke mooonton. Dibaca baik baik. Saya sarankan moonton tau yang mana orang memberi saran dalam pertandingan dan berbicara kasar. Saya 75 kredit skor saya. Saya Berbicar bahasa indonesia salah berbicara bahasa Bali salah dengan sopan. Saya harus berbicara apa biar saya tidak di hukum dengan penurunan kredit skor saya. Kalo bisa cek itu dimana saya berbicara kasar. Kalo saya tidak terbukti berbicara kasar kembalikan kredit skor saya. Bosan saya 1 minggu maen cllasik,tolong mooonton kasi saran mooonton baca saran moonton tau orang saran tanding bicara kasar kredit skor berbicar bahasa indonesia salah bicara bahasa bal salah sopan bicara biar hukum turun kredit skor kalo cek mana bicara kasar kalo bukti bicara kasar kembali kredit skor bosan minggu maen cllasik,3,neutral
"Kenapa skin yg udh di download ilang semua, masa mau main download skin terus, terus kemana skin yg udah di download.. Udh update ini kok bukan nya nambah bagus, malahan nambah ngabisin kuota.",skin udh download ilang main download skin mana skin udah download udh update nya nambah bagus nambah ngabisin kuota,3,neutral
"Assalamualaikum Moonton ini game nya sih bagus tapi, UI nya tolong dijadikan UI lama lagi,soalnya UI lama lebih bagus. Sekian dari saya wassalamualaikum WR. Wb.",assalamualaikum moonton game nya sih bagus nya tolong jadi lagisoalnya bagus sekian wassalamualaikum,3,neutral
"Aku naikin ini bintang 🌟🌟🌟 Karena tim nya udah pada bagus"" kalo kena mute gara"" di report player gak jelas padahal aku cuman bilang (pus) turret kena mute gara gara di report tim, memang sekarang gak ada player yang bawa"" agama,orang tua,ngatain, dan juga kalo kena mute pasti ada waktu untuk bisa kirim pesan lagi tapi aku di report gara"" bilang [puss turretnya jangan war terus] kena mute 2 jam baru bisa chat ulang tapi malah kena bug pula gak bisa kirim pesan hampir 12 jam 🫥tidak bisa apa""😭",naikin bintang tim nya udah bagus kalo kena mute gara report player gak cuman bilang pus turret kena mute gara gara report tim gak player bawa agamaorang tuangatain kalo kena mute kirim pesan report gara bilang puss turretnya war kena mute jam chat ulang kena bug gak kirim pesan jam,3,neutral
Game nya sih bagus cuman sinyalnya kadang suka merah padahal digame yang lain nya seperti pubg codm dll nya tu enak gak ngelag Lo moonton tolong ya di perbaiki soalnya ini juga termasuk keluh kesah pemain yang ada di in game woke... tolong diperbaiki lagi ya,game nya sih bagus cuman sinyal kadang suka merah digame nya pubg codm dll nya enak gak ngelag moonton tolong baik keluh kesah main game woke tolong baik,3,neutral
Saya sangat menyukai game ini.... Tingkatkan terusss... Performance nya... Soalnya saya sering afk gara2 Lag nya jaringan.... Padahal memori masih byk nya 6Gb ruang kosong... Tolong min ditingkatkan konektivitasnya iya utk Hp2 Standar.. agar dapat bermain lebih baik lagi.,suka game tingkat terusss performance nya afk gara lag nya jaring memori byk nya ruang kosong tolong min tingkat konektivitasnya iya utk standar main,5,positive
"Entah lah ini yang ngerasain gw doang apa yang lain juga, sebelum update ni game masih aman² aja. Kenapa sekarang udh update game nya kaya makin berat yaaa tolong dong hargain juga yang hp nya ram 2gb buat moonton terima kasih 🙏",ngerasain doang update game aman aja udh update game nya kaya berat yaaa tolong hargain nya ram moonton terima kasih,5,positive
Gak konsisten mobilegend sekarang gak kompetitif dikarenakan penyesusaian hero dan team party terutama di mode rank dan ketika dapat team random selalu yang gak sesuai dengan sistem dengan level dan skillnya. Dan sungguh disayangkan akhir2 ini mobilegend terlalu terburu2 mem buff dan revamp hero. Sekian semoga difix,gak konsisten mobilegend gak kompetitif penyesusaian hero team party mode rank team random gak sesuai sistem level skillnya sungguh sayang mobilegend buru mem buff revamp hero sekian moga difix,5,positive
"Tolong di revisi kembali sistem matching nya, kenapa saya selalu bertemu dengan tim yang tidak bisa bermain dengan baik, hal itu membuat saya menjadi kesulitan untuk menaikkan rank saya karena permainan menjadi tidak seimbang, game ini 5v5 kalau ada satu atau dua orang yang tidak bisa bermain akan membuat teman satu tim yang lain menjadi terbebani. Saya harap dengan ulasan ini akan membuat sistem matching menjadi lebih baik. Terima kasih.",tolong revisi sistem matching nya temu tim main sulit naik rank main imbang game orang main teman tim beban harap ulas sistem matching terima kasih,2,negative
"Teruntuk developer yang terhormat tolong ketika keluar pertandingan sebentar trus masuk lagi. Pas login nya jangan di persulit lah,saya keluar sebentar gak nyampe 1 menit tapi tidak bisa masuk untuk melanjut kan pertandingan. Mentok di angka 60% sampe pertandingan selesai. Mohon untuk di perbaiki lagi!!!",untuk developer hormat tolong tanding sebentar trus masuk pas login nya sulit lahsaya sebentar gak nyampe menit masuk lanjut tanding mentok angka sampe tanding selesai mohon baik,1,negative
"Makin tidak berguna game ini,capek buang waktu untuk game tak berguna ini...lag parah,tim tidak seimbang,cheater bertebaran,banyak makan memori seolah game ini hanya milik handpone yg mahal.....game ini sudah banyak keuntungan tapi GK mau menjaga perasaan para playernya.mari cari game yg konsisten memberikan kenyamanan semua player....",guna game inicapek buang game guna inilag parahtim seimbangcheater bertebaranbanyak makan memori game milik handpone mahalgame untung jaga asa playernyamari cari game konsisten nyaman player,2,negative
"Unduh data hilang lagi unduh data hilang lagi begitu aja terus dikira download ngga lama apa. Makin kesini makin jelek sistem nya. Udah ngga layak di Mainin ini Game. Udah ngga ada feedback untuk para player, yang diutamakan hanya Event Top Up. Sedangkan para player punya Masalah di In Game tapi Tidak di Notice sekalipun oleh Monton",unduh data hilang unduh data hilang aja download ngga kesini jelek sistem nya udah ngga layak mainin game udah ngga feedback player utama event top player game notice monton,1,negative
Mohon semakin di apdet semakin ada ngelag nya sama satu lagi kenapa saat saya main itu player nya. Sangat tidak adil bagi ku tolong di perbaiki sekian terimakasih,mohon apdet ngelag nya main player nya adil tolong baik sekian terimakasih,3,neutral
Gamenya bagus seru bisa mabar sama temen tapi untuk masalah jaringan kadang suka lag padahal paket data masih banyak kadang juga jaringan bagus tapi patah patah ngerame dan ngefrezee mohon di optimalkan lagi gamenya biar ga lag,gamenya bagus seru mabar temen jaring kadang suka lag paket data kadang jaring bagus patah patah ngerame ngefrezee mohon optimal gamenya biar lag,3,neutral
Knp g bisa main sih bukannya udah aku update kok g bisa main tolong d bantu knp saya g bisa main bukan nya udah saya update monton ini knp kok aku g bisa sih udah rela ngehapus file² malah g bisa d buka montng tolong d bantu penyimpanan sdah sya sediakan file² sya kurangkan mengapa masih g bisa main bisa d bantu sya cape gini terus pas login juga harus net work segala pas main jua dapet tim yg g bisa d ajak kerja sma dapet musuh pro semua tolong d perbaiki sya ingn kenyamanan saat bermain tlong,knp main sih udah update main tolong bantu knp main nya udah update monton knp sih udah rela ngehapus file buka montng tolong bantu simpan sdah sya sedia file sya kurang main bantu sya cape gin pas login net work pas main jua dapet tim ajak kerja sma dapet musuh pro tolong baik sya ingn nyaman main tlong,2,negative
"Tolong lh moonton jaringan nya d perbaikin lagi setiap war slalu ada patah² bahkan ngeframe sendiri ampe lag nya parah. Padahal ram saya make hp Ram 8+3/128 mash aja nge lag, ngeframe, patah², bahkan sering ketemu player chet damage chet hack map chet percepat cooldwon",tolong moonton jaring nya perbaikin war slalu patah ngeframe ampe lag nya parah ram make ram mash aja nge lag ngeframe patah ketemu player chet damage chet hack map chet cepat cooldwon,4,positive
Untuk game ini udah bagus dan seru tapi tolonglah ml cobak benerin dikit update nya masak gua gak bisa liat hero gua sendiri kita mau nyepin event tapi selalu gak bisa malah di suruh download sumber data lagi dan lagi aku gak bisa main brawl jadikan gak puas klo mau main mode apa aja udah brawl gak bisa tambah tambah gak bisa main creaton camp sama mode lainya lah aku cuman bisa main classic dan ranked dan magic chees padahal aku gak magic chees padahal sinyal full tapi leg sekian terima kasih,game udah bagus seru tolong cobak benerin dikit update nya masak gua gak liat hero gua nyepin event gak suruh download sumber data gak main brawl jadi gak puas klo main mode aja udah brawl gak gak main creaton camp mode lai cuman main classic ranked magic chees gak magic chees sinyal full leg sekian terima kasih,4,positive
"Semenjak update tuh jadi sering bug dan MALAH jadi makin banyak banget ambil penyimpanan, tolong lah kalo mau Update tuh Jangan gini, emang si grafik nya bagus, tapi buat apa grafik bagus kalo bug terus, Hadeh",semenjak update tuh bug banget ambil simpan tolong kalo update tuh gin emang grafik nya bagus grafik bagus kalo bug hadeh,2,negative
"Tolong donk benerin masalah dijaringan nya,setiap berhadapan dengan musuh pasti saja langsung lag pas ga ada musuh jaringan normal kan aneh,sudah di cek wifi aman ga ada masalah pake data aman ga ada masalah.",tolong donk benerin jaring nyasetiap hadap musuh langsung lag pas musuh jaring normal anehsudah cek wifi aman pake data aman,1,negative
"Moonton tolong perbaiki masalah jaringan wifi+data, kadang tidak bisa digunakan fitur tersebut. makasih",moonton tolong baik jaring wifidata kadang fitur makasih,3,neutral
Setelah update jadi agak kacau sering keluar sendiri atau mati aplikasi tiba tiba kecuali di hp harga 10juta keatas... :)))),update kacau mati aplikasi kecuali harga juta atas,3,neutral
"Oi gara gara ml penyimpanan gua full mau update aja g bisa, update di ml udah 100 update lagi, update di play store g bisa penyimpanan full tolonglah mikir montoon kami yg ram 2-3 masak harus beli hp lagi demi ml,dapet dari mana uang,inipun login lama,lemot sinyal lag gara gara ruang full, update lama lama tambah besar, update UI ,main patah patah lemot akhirnya afk,pas main pun musuh GK seimbang gua loststreak 9kali ngotak montoon anjng,mau pensi g bisa gua main udah 6 tahun toon,tolonglah",gara gara simpan gua full update aja update udah update update play store simpan full tolong mikir montoon ram masak beli mldapet uanginipun login lamalemot sinyal lag gara gara ruang full update update main patah patah lot afkpas main musuh imbang gua loststreak kali ngotak montoon anjngmau pensi gua main udah toontolonglah,3,neutral
Game nya sih bagus tapi kenapa setiap update harus ulang download data.padahal saya udah full download data loh.kan cepet habis jadinya kuota internetku. Mohon di perbaiki ya Moonton plissss,game nya sih bagus update ulang download datapadahal udah full download data loh cepet habis kuota internetku mohon baik moonton plissss,3,neutral
banyak bug sama saya sering mengalami for close yg sering game ini keluar secara otomatis terus pas login juga lama sama jangan kasih tim yang troll dan musuh yang jago tolong di perbaiki moonton🙏🙏🙏,bug alami for close game otomatis pas login kasih tim troll musuh jago tolong baik moonton,3,neutral
"We tolonglah minimal jan ngestack di 97% abis mental sendiri, kamu kira di ban matching tuh cepet, sinyal udah bagus masih ngestack udah ku relog beberapa kali juga ga mempan tolonglah bugnya meresahkan jadi kg bisa main 1 hari dahlah 😭",tolong minimal jan ngestack abis mental ban matching tuh cepet sinyal udah bagus ngestack udah relog kali mempan tolong bugnya resah main dah,3,neutral
"Moonton ini gimanaa data gua blm full tapi dah ada indikator download ceklist, pdhl di manajemen download gua pilih yang full data. Dan di hp gua kalok setiap main skill nya gak keliatan, mohon segera tindak lanjuti masalah ini",moonton gimanaa data gua blm full dah indikator download ceklist pdhl manajemen download gua pilih full data gua kalok main skill nya gak liat mohon tindak lanjut,3,neutral
"Oii... Kenapa data gue khapus mulu, uda donwload data, masuk ke server lain, data nya ilang lagi, kalo main ofline juga gutu, capek dowload data, bukan sdikit"" make paket",oii data gue khapus mulu uda donwload data masuk server data nya ilang kalo main ofline gutu capek dowload data sdikit make paket,3,neutral
"Montoon ini kenapa gak bisa main gue udah kirim email berkali-kali tapi malah di balas ""mungkin gama mengalami stuck pada saat login"" Padahal yang muncul tulisan ""apakah anda memasuki mode offline"" jadi ML Hanya bisa pake Data wifi gak bisa ayolah montoon gue udah update tapi masih sama plis montoon teman teman ku juga gitu plissssssss banget😟😟😟😟",montoon gak main gue udah kirim email berkalikali balas gama alami stuck login muncul tulis pasuk mode offline pake data wifi gak ayo montoon gue udah update plis montoon teman teman gitu plissssssss banget,3,neutral
"Malam main game pas besoknya app nya ga bisa dibuka keterangan , ruang tidak cukup bersihkan dan instal ulang .. Montonn aneh jelas2 ram hp banyak malam game terinstal ulang .. bikin habis Kouta Wee moonton .",malam main game pas besok app nya buka terang ruang sih instal ulang montonn aneh ram malam game terinstal ulang bikin habis kouta wee moonton,3,neutral
"Tolong segera hero Harley dihapus dari mode mayhem, karena itu membuat pertandingan tidak sesuai, dan keuntungan hero harley yang dibuat di mayhem sangat amat merugikan bagi tim lawan, dan membuat pertandingan tidak seimbang",tolong hero harley hapus mode mayhem tanding sesuai untung hero harley mayhem rugi tim lawan tanding imbang,3,neutral
"Moonton oh moonton........fokuslah pada perbaikan sistemnya, ping yang tiba2 tinggi saat war, perubahan model yang gak terlalu penting, perilisan skin yang cuman ganti warna, dll........",moonton moontonfokuslah baik sistem ping war ubah model gak rilis skin cuman ganti warna dll,3,neutral
"Update terbaru meresahkan, terdapat bug jam pasir yang mengharuskan update resource berulang-ulang yang stagnan di progres 3/5,yang bagi user paket data sungguh memprihatinkan. Semoga patch terbaru segera diperbaiki dan lebih baik lagi, terima kasih. :P",update baru resah bug jam pasir harus update resource berulangulang stagnan progres user paket data sungguh prihatin moga patch baru baik terima kasih,3,neutral
"Sangat Kurang puas dengan game nya. Apa yang membuat saya bilang seperti itu? Ya salah satunya adalah sistem matchmaking yang sangat tidak adil padahal saya sudah trio dengan teman saya dan kami sudah cukup untuk push rank bersama tetapi sistem nya tiba tiba selalu saja memberikan kami semua orang random/player random yang tidak bisa bermain, feeder, tidak tau roaming, dll jadi saya mohon moonton segera di perbaiki sistem matchmaking nya. Hal ini membuat game ml menjadi tidak adil",puas game nya bilang salah satu sistem matchmaking adil trio teman push rank sistem nya orang randomplayer random main feeder tau roaming dll mohon moonton baik sistem matchmaking nya game adil,2,negative
